drug_a,drug_b,total_reports,serious_reports,serious_rate,lift,risk_score
NITROFURANTOIN,PRILOSEC,31,30,0.967741935483871,1.062795740659072,31.883872219772158
OMEPRAZOLE,SYMBICORT,31,30,0.967741935483871,1.062795740659072,31.883872219772158
OXYCODONE,TAMSULOSIN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
PANTOPRAZOLE,VALSARTAN,31,30,0.967741935483871,1.062795740659072,31.883872219772158
ACETYLSALICYLIC ACID,PREGABALIN,29,29,1.0,1.0982222653477076,31.84844569508352
ACIPHEX,PREVACID 24 HR,29,29,1.0,1.0982222653477076,31.84844569508352
ACIPHEX,RANITIDINE,29,29,1.0,1.0982222653477076,31.84844569508352
ADVAIR HFA,FUROSEMIDE,29,29,1.0,1.0982222653477076,31.84844569508352
ADVAIR HFA,PRILOSEC,29,29,1.0,1.0982222653477076,31.84844569508352
ALBUTEROL,HYDRALAZINE,29,29,1.0,1.0982222653477076,31.84844569508352
AMLODIPINE,LEVAQUIN,29,29,1.0,1.0982222653477076,31.84844569508352
AMLODIPINE,RIVAROXABAN,29,29,1.0,1.0982222653477076,31.84844569508352
AMLODIPINE,SALBUTAMOL,29,29,1.0,1.0982222653477076,31.84844569508352
ATORVASTATIN,CELEBREX,29,29,1.0,1.0982222653477076,31.84844569508352
AZITHROMYCIN,NEXIUM 24HR,29,29,1.0,1.0982222653477076,31.84844569508352
AZITHROMYCIN,PRILOSEC OTC,29,29,1.0,1.0982222653477076,31.84844569508352
AZITHROMYCIN ANHYDROUS,CEPHALEXIN /00145501/,29,29,1.0,1.0982222653477076,31.84844569508352
BENADRYL,FUROSEMIDE,29,29,1.0,1.0982222653477076,31.84844569508352
BISOPROLOL,FOLIC ACID,29,29,1.0,1.0982222653477076,31.84844569508352
BUPROPION,PRILOSEC,29,29,1.0,1.0982222653477076,31.84844569508352
CARVEDILOL,FAMOTIDINE,29,29,1.0,1.0982222653477076,31.84844569508352
CEFDINIR,PREVACID,29,29,1.0,1.0982222653477076,31.84844569508352
CEFUROXIME,PREVACID,29,29,1.0,1.0982222653477076,31.84844569508352
CELEBREX,NEXIUM 24HR,29,29,1.0,1.0982222653477076,31.84844569508352
CEPHALEXIN /00145501/,PROTONIX,29,29,1.0,1.0982222653477076,31.84844569508352
CIPROFLOXACIN,METOPROLOL TARTRATE,29,29,1.0,1.0982222653477076,31.84844569508352
COREG,PRILOSEC,29,29,1.0,1.0982222653477076,31.84844569508352
CRESTOR,ZANTAC,29,29,1.0,1.0982222653477076,31.84844569508352
DEXAMETHASONE,METOCLOPRAMIDE,29,29,1.0,1.0982222653477076,31.84844569508352
DEXILANT,ESOMEPRAZOLE,29,29,1.0,1.0982222653477076,31.84844569508352
EMPAGLIFLOZIN,IRBESARTAN,29,29,1.0,1.0982222653477076,31.84844569508352
EMPAGLIFLOZIN,PARACETAMOL,29,29,1.0,1.0982222653477076,31.84844569508352
FENTANYL,IBUPROFEN,29,29,1.0,1.0982222653477076,31.84844569508352
FLUOXETINE,RANITIDINE,29,29,1.0,1.0982222653477076,31.84844569508352
HYDROCODONE,RANITIDINE,29,29,1.0,1.0982222653477076,31.84844569508352
INSULIN GLARGINE,RAMIPRIL,29,29,1.0,1.0982222653477076,31.84844569508352
IPILIMUMAB,NIVOLUMAB,29,29,1.0,1.0982222653477076,31.84844569508352
LEVAQUIN,PREVACID 24 HR,29,29,1.0,1.0982222653477076,31.84844569508352
LEVOTHYROXINE,METHYLPREDNISOLONE,29,29,1.0,1.0982222653477076,31.84844569508352
METFORMIN,ZOPICLONE,29,29,1.0,1.0982222653477076,31.84844569508352
METHYLPREDNISOLONE,PREVACID 24 HR,29,29,1.0,1.0982222653477076,31.84844569508352
MORPHINE,ONDANSETRON,29,29,1.0,1.0982222653477076,31.84844569508352
NAPROXEN,SPIRONOLACTONE,29,29,1.0,1.0982222653477076,31.84844569508352
NEXIUM,TAGAMET,29,29,1.0,1.0982222653477076,31.84844569508352
NEXIUM,VIAGRA,29,29,1.0,1.0982222653477076,31.84844569508352
NEXIUM 24HR,PEPTO-BISMOL,29,29,1.0,1.0982222653477076,31.84844569508352
NEXIUM 24HR,TAMSULOSIN,29,29,1.0,1.0982222653477076,31.84844569508352
OMEPRAZOLE,PREGABALIN,29,29,1.0,1.0982222653477076,31.84844569508352
PANTOPRAZOLE,PROAIR HFA,29,29,1.0,1.0982222653477076,31.84844569508352
PRAVASTATIN,ZANTAC,29,29,1.0,1.0982222653477076,31.84844569508352
PREVACID,SUCRALFATE,29,29,1.0,1.0982222653477076,31.84844569508352
PREVACID,ZOCOR,29,29,1.0,1.0982222653477076,31.84844569508352
PREVACID,ZYRTEC,29,29,1.0,1.0982222653477076,31.84844569508352
PRILOSEC,PROZAC,29,29,1.0,1.0982222653477076,31.84844569508352
PRILOSEC,ZEGERID,29,29,1.0,1.0982222653477076,31.84844569508352
SULFAMETHOXAZOLE,TRAMADOL,29,29,1.0,1.0982222653477076,31.84844569508352
AMLODIPINE,SERTRALINE,40,34,0.85,0.9334889255455515,31.738623468548752
DICLOFENAC,SIMVASTATIN,40,34,0.85,0.9334889255455515,31.738623468548752
METOPROLOL,ROSUVASTATIN,40,34,0.85,0.9334889255455515,31.738623468548752
ASPIRIN,ATORVASTATIN CALCIUM,45,36,0.8,0.8785778122781662,31.628801242013985
DEXAMETHASONE,LORAZEPAM,45,36,0.8,0.8785778122781662,31.628801242013985
GABAPENTIN,HYDROCODONE/ACETAMINOPHEN,45,36,0.8,0.8785778122781662,31.628801242013985
ONDANSETRON,VITAMIN D3,45,36,0.8,0.8785778122781662,31.628801242013985
AZITHROMYCIN ANHYDROUS,CLOPIDOGREL,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
AZITHROMYCIN ANHYDROUS,VENTOLIN,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
AZITHROMYCIN ANHYDROUS,VITAMIN B12,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
BENADRYL,GABAPENTIN,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
CARVEDILOL,CLOPIDOGREL,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
DIAZEPAM,ONDANSETRON,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
GABAPENTIN,MUPIROCIN,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
GLIMEPIRIDE,OMEPRAZOLE,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
NAPROXEN,XYREM,38,33,0.868421052631579,0.9537193356966935,31.47273807799089
ASPIRIN,POTASSIUM,48,37,0.7708333333333334,0.8465463295388581,31.32221419293775
FOLIC ACID,VITAMIN D3,48,37,0.7708333333333334,0.8465463295388581,31.32221419293775
ATORVASTATIN,VITAMIN B12,43,35,0.813953488372093,0.893901843887669,31.286564536068415
OMEPRAZOLE,VITAMIN D,65,43,0.6615384615384615,0.7265162678454066,31.240199517352483
ASPIRIN,LEVEMIR,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
ATORVASTATIN,CITALOPRAM,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
CALCIUM,NEXIUM,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
CELEBREX,OMEPRAZOLE,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
DOXAZOSIN,METFORMIN,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
FUROSEMIDE,LEVEMIR,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
HUMIRA,LYRICA,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
IBUPROFEN,VITAMIN D2,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
LEVOTHYROXINE,XYREM,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
LISINOPRIL,NIFEDIPINE,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
MONTELUKAST,PANTOPRAZOLE,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
POTASSIUM,PREDNISONE,36,32,0.8888888888888888,0.9761975691979623,31.238322214334794
ACETAMINOPHEN,ACYCLOVIR,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
ACETAMINOPHEN,AMLODIPINE BESYLATE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
ACETAMINOPHEN,CALCIUM,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
AMLODIPINE,CYANOCOBALAMIN,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
AMLODIPINE,FERROUS SULFATE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
ASPIRIN,DIOVAN,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
AZITHROMYCIN ANHYDROUS,HUMALOG,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
BUPROPION,LEVOTHYROXINE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
CARVEDILOL,LIPITOR,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
CEPHALEXIN,WARFARIN,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
CITALOPRAM,LEVOTHYROXINE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
CRESTOR,MELOXICAM,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
EMPAGLIFLOZIN,GLIMEPIRIDE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
FAMOTIDINE,LOSARTAN,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
FLUTICASONE,LOSARTAN,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
FOLIC ACID,ONDANSETRON,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
HYDROCHLOROTHIAZIDE,LEVOFLOXACIN,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
HYDROCHLOROTHIAZIDE,METHYLPREDNISOLONE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
JANUVIA,RANITIDINE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
LISINOPRIL,TIZANIDINE,34,31,0.9117647058823529,1.001320300758204,31.040929323504326
BACLOFEN,PRILOSEC,41,34,0.8292682926829268,0.9107209029712697,30.96451070102317
FERROUS SULFATE,IBUPROFEN,41,34,0.8292682926829268,0.9107209029712697,30.96451070102317
FOLIC ACID,LEVOTHYROXINE,46,36,0.782608695652174,0.8594782946199452,30.941218606318028
GABAPENTIN,MONTELUKAST,46,36,0.782608695652174,0.8594782946199452,30.941218606318028
ALBUTEROL,ALLOPURINOL,32,30,0.9375,1.0295833737634759,30.887501212904276
ALBUTEROL,LEVOTHYROXINE,32,30,0.9375,1.0295833737634759,30.887501212904276
ALLOPURINOL,COLCHICINE,32,30,0.9375,1.0295833737634759,30.887501212904276
BENADRYL,OMEPRAZOLE,32,30,0.9375,1.0295833737634759,30.887501212904276
CARVEDILOL,LORAZEPAM,32,30,0.9375,1.0295833737634759,30.887501212904276
CARVEDILOL,METOPROLOL,32,30,0.9375,1.0295833737634759,30.887501212904276
CIPROFLOXACIN,MUPIROCIN,32,30,0.9375,1.0295833737634759,30.887501212904276
COLCHICINE,PREDNISONE,32,30,0.9375,1.0295833737634759,30.887501212904276
CRESTOR,DEXILANT,32,30,0.9375,1.0295833737634759,30.887501212904276
DEXILANT,LYRICA,32,30,0.9375,1.0295833737634759,30.887501212904276
DOXYCYCLINE,METOCLOPRAMIDE,32,30,0.9375,1.0295833737634759,30.887501212904276
FENTANYL,PREDNISONE,32,30,0.9375,1.0295833737634759,30.887501212904276
FLUCONAZOLE,PROMETHAZINE,32,30,0.9375,1.0295833737634759,30.887501212904276
FLUOXETINE,PANTOPRAZOLE,32,30,0.9375,1.0295833737634759,30.887501212904276
FOLIC ACID,SYNTHROID,32,30,0.9375,1.0295833737634759,30.887501212904276
GABAPENTIN,PEPCID,32,30,0.9375,1.0295833737634759,30.887501212904276
LANSOPRAZOLE,LEVOTHYROXINE,32,30,0.9375,1.0295833737634759,30.887501212904276
LIDOCAINE,ONDANSETRON,32,30,0.9375,1.0295833737634759,30.887501212904276
LOSARTAN,METOPROLOL TARTRATE,32,30,0.9375,1.0295833737634759,30.887501212904276
MELOXICAM,METOPROLOL,32,30,0.9375,1.0295833737634759,30.887501212904276
METOPROLOL TARTRATE,NAPROXEN,32,30,0.9375,1.0295833737634759,30.887501212904276
NITROFURANTOIN,OMEPRAZOLE,32,30,0.9375,1.0295833737634759,30.887501212904276
ACETAMINOPHEN,LEVAQUIN,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ACETAMINOPHEN,SPIRONOLACTONE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ACETYLSALICYLIC ACID,PANTOPRAZOLE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ALPRAZOLAM,CARVEDILOL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ALPRAZOLAM,SERTRALINE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
AMLODIPINE,FLUCONAZOLE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
AMOXICILLIN,LASIX,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ASPIRIN,ESOMEPRAZOLE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
AZITHROMYCIN ANHYDROUS,CAYSTON,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
BISOPROLOL,GLICLAZIDE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
BUPROPION,PREDNISONE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
CELEBREX,HYDROCHLOROTHIAZIDE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
CEPHALEXIN,MECLIZINE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
CEPHALEXIN,NORVASC,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
CIPROFLOXACIN,LANTUS,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
CLINDAMYCIN,HYDROCHLOROTHIAZIDE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
CLONAZEPAM,RANITIDINE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
COREG,FUROSEMIDE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
DIGOXIN,METFORMIN,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
FLUCONAZOLE,METHYLPREDNISOLONE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
FOLIC ACID,RAMIPRIL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
GLIMEPIRIDE,JANUVIA,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
HYDROCODONE-ACETAMINOPHEN,LISINOPRIL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
INSULIN,SITAGLIPTIN,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ISOSORBIDE MONONITRATE,LISINOPRIL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
LANSOPRAZOLE,PARACETAMOL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
LEFLUNOMIDE,RITUXAN,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
LEVEMIR,PRILOSEC,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
LIDOCAINE,LISINOPRIL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
LIPITOR,TYLENOL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
LORATADINE,RANITIDINE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
METHOTREXATE,STELARA,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
NAPROXEN,PLAQUENIL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
NITROFURANTOIN,PROTONIX,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ONDANSETRON,TUMS,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
OXYCODONE,TIZANIDINE,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
PANTOPRAZOLE,SPIRIVA,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
POTASSIUM CHLORIDE,PREVACID,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
PRILOSEC,ZETIA,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
PRILOSEC,ZITHROMAX,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
SIMVASTATIN,TYLENOL,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
SITAGLIPTIN,VALSARTAN,30,29,0.9666666666666667,1.061614856502784,30.78683083858074
ABILIFY,NEXIUM,28,28,1.0,1.0982222653477076,30.75022342973581
ACETYLSALICYLIC ACID,METOPROLOL,28,28,1.0,1.0982222653477076,30.75022342973581
ACETYLSALICYLIC ACID,OMEPRAZOLE,28,28,1.0,1.0982222653477076,30.75022342973581
ACETYLSALICYLIC ACID,TRAMADOL,28,28,1.0,1.0982222653477076,30.75022342973581
ACTEMRA,RITUXIMAB,28,28,1.0,1.0982222653477076,30.75022342973581
ADALIMUMAB,HUMIRA,28,28,1.0,1.0982222653477076,30.75022342973581
ALKA-SELTZER,PREVACID,28,28,1.0,1.0982222653477076,30.75022342973581
ALLOPURINOL,PROMETHAZINE,28,28,1.0,1.0982222653477076,30.75022342973581
ALPRAZOLAM,METOCLOPRAMIDE,28,28,1.0,1.0982222653477076,30.75022342973581
AMITRIPTYLINE,CYCLOBENZAPRINE,28,28,1.0,1.0982222653477076,30.75022342973581
AMOXICILLIN,BENADRYL,28,28,1.0,1.0982222653477076,30.75022342973581
ASPIRIN,LATANOPROST,28,28,1.0,1.0982222653477076,30.75022342973581
AUGMENTIN,NEXIUM,28,28,1.0,1.0982222653477076,30.75022342973581
AVELOX,NEXIUM,28,28,1.0,1.0982222653477076,30.75022342973581
AZITHROMYCIN ANHYDROUS,SUCRALFATE,28,28,1.0,1.0982222653477076,30.75022342973581
BENZONATATE,METHYLPREDNISOLONE,28,28,1.0,1.0982222653477076,30.75022342973581
BISOPROLOL,CANDESARTAN,28,28,1.0,1.0982222653477076,30.75022342973581
BUPROPION,PREVACID,28,28,1.0,1.0982222653477076,30.75022342973581
CANDESARTAN,SITAGLIPTIN,28,28,1.0,1.0982222653477076,30.75022342973581
CARVEDILOL,DOXYCYCLINE,28,28,1.0,1.0982222653477076,30.75022342973581
CETIRIZINE,NEXIUM,28,28,1.0,1.0982222653477076,30.75022342973581
CIMETIDINE,NEXIUM,28,28,1.0,1.0982222653477076,30.75022342973581
CIMETIDINE,PRILOSEC,28,28,1.0,1.0982222653477076,30.75022342973581
CIPROFLOXACIN,ROLAIDS,28,28,1.0,1.0982222653477076,30.75022342973581
CLINDAMYCIN,LEVOFLOXACIN,28,28,1.0,1.0982222653477076,30.75022342973581
CLONIDINE,CYCLOBENZAPRINE,28,28,1.0,1.0982222653477076,30.75022342973581
CLOPIDOGREL,NEXIUM 24HR,28,28,1.0,1.0982222653477076,30.75022342973581
DIAZEPAM,FERROUS SULFATE,28,28,1.0,1.0982222653477076,30.75022342973581
DIAZEPAM,ZANTAC,28,28,1.0,1.0982222653477076,30.75022342973581
DICLOFENAC,PRILOSEC OTC,28,28,1.0,1.0982222653477076,30.75022342973581
DICLOFENAC,REMICADE,28,28,1.0,1.0982222653477076,30.75022342973581
DIOVAN,LISINOPRIL,28,28,1.0,1.0982222653477076,30.75022342973581
DOXAZOSIN,FUROSEMIDE,28,28,1.0,1.0982222653477076,30.75022342973581
DOXYCYCLINE,HYDROCODONE,28,28,1.0,1.0982222653477076,30.75022342973581
EMPAGLIFLOZIN,TORASEMID,28,28,1.0,1.0982222653477076,30.75022342973581
ENALAPRIL,SIMVASTATIN,28,28,1.0,1.0982222653477076,30.75022342973581
ESCITALOPRAM,PRILOSEC,28,28,1.0,1.0982222653477076,30.75022342973581
FENTANYL,NEXIUM,28,28,1.0,1.0982222653477076,30.75022342973581
FOLIC ACID,PREDNISOLONE,28,28,1.0,1.0982222653477076,30.75022342973581
FUROSEMIDE,HUMIRA,28,28,1.0,1.0982222653477076,30.75022342973581
FUROSEMIDE,PEPTO-BISMOL,28,28,1.0,1.0982222653477076,30.75022342973581
HYDROXYCHLOROQUINE SULFATE,SIMPONI,28,28,1.0,1.0982222653477076,30.75022342973581
IBUPROFEN,METOCLOPRAMIDE,28,28,1.0,1.0982222653477076,30.75022342973581
INFLIXIMAB,REMICADE,28,28,1.0,1.0982222653477076,30.75022342973581
LASIX,NEXIUM 24HR,28,28,1.0,1.0982222653477076,30.75022342973581
LEVAQUIN,PROMETHAZINE,28,28,1.0,1.0982222653477076,30.75022342973581
LEVOFLOXACIN,ZANTAC,28,28,1.0,1.0982222653477076,30.75022342973581
LYRICA,PREVACID 24 HR,28,28,1.0,1.0982222653477076,30.75022342973581
METFORMIN,SITAGLIPTIN/SITAGLIPTIN PHOSPHATE,28,28,1.0,1.0982222653477076,30.75022342973581
METOCLOPRAMIDE,NEXIUM 24HR,28,28,1.0,1.0982222653477076,30.75022342973581
METOPROLOL,RIVAROXABAN,28,28,1.0,1.0982222653477076,30.75022342973581
MYCOPHENOLATE MOFETIL,TACROLIMUS,28,28,1.0,1.0982222653477076,30.75022342973581
MYLANTA,PROTONIX,28,28,1.0,1.0982222653477076,30.75022342973581
NAPROXEN,ROLAIDS,28,28,1.0,1.0982222653477076,30.75022342973581
NEXIUM,PENICILLIN,28,28,1.0,1.0982222653477076,30.75022342973581
NITROFURANTOIN,PREVACID,28,28,1.0,1.0982222653477076,30.75022342973581
NITROSTAT,PREVACID,28,28,1.0,1.0982222653477076,30.75022342973581
OXYCODONE,WARFARIN,28,28,1.0,1.0982222653477076,30.75022342973581
PEPCID,PROMETHAZINE,28,28,1.0,1.0982222653477076,30.75022342973581
PEPCID,ROLAIDS,28,28,1.0,1.0982222653477076,30.75022342973581
PLAQUENIL,SIMPONI,28,28,1.0,1.0982222653477076,30.75022342973581
PRILOSEC,TOPIRAMATE,28,28,1.0,1.0982222653477076,30.75022342973581
PRILOSEC,VENLAFAXINE,28,28,1.0,1.0982222653477076,30.75022342973581
RAMIPRIL,TORASEMID,28,28,1.0,1.0982222653477076,30.75022342973581
REMICADE,RITUXIMAB,28,28,1.0,1.0982222653477076,30.75022342973581
SITAGLIPTIN,TORASEMID,28,28,1.0,1.0982222653477076,30.75022342973581
BACLOFEN,OMEPRAZOLE,49,37,0.7551020408163265,0.8292698738339833,30.68298533185738
ADDERALL,IBUPROFEN,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
ASPIRIN,SINGULAIR,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
CEPHALEXIN,FLUTICASONE,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
CYCLOBENZAPRINE,FOLIC ACID,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
FLUTICASONE,PROAIR HFA,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
LISINOPRIL,VITAMIN C,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
METFORMIN,METOPROLOL SUCCINATE,39,33,0.8461538461538461,0.9292649937557527,30.665744793939837
BACLOFEN,PREDNISONE,44,35,0.7954545454545454,0.873585892890222,30.575506251157773
GABAPENTIN,SINGULAIR,44,35,0.7954545454545454,0.873585892890222,30.575506251157773
ALBUTEROL,SINGULAIR,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
AZITHROMYCIN ANHYDROUS,CEFDINIR,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
BENADRYL,IBUPROFEN,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
DOXYCYCLINE,VITAMIN D,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
FLUTICASONE,IBUPROFEN,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
NAPROXEN,PRAVASTATIN,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
OMEPRAZOLE,ROSUVASTATIN,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
POTASSIUM CHLORIDE,VITAMIN D3,37,32,0.8648648648648649,0.949813851111531,30.394043235568994
GABAPENTIN,REVLIMID,61,41,0.6721311475409836,0.7381493914632133,30.264125049991744
CLONAZEPAM,LYRICA,42,34,0.8095238095238095,0.8890370719481443,30.227260446236905
ACETAMINOPHEN,VITAMIN B12,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
DULOXETINE,PREDNISONE,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
GLIMEPIRIDE,PRILOSEC,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
IBUPROFEN,MONTELUKAST,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
IBUPROFEN,POTASSIUM CHLORIDE,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
INSULIN,LOSARTAN,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
LEFLUNOMIDE,NAPROXEN,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
SERTRALINE,TRAZODONE,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
TIZANIDINE,TRAMADOL,35,31,0.8857142857142857,0.9727111493079696,30.15404562854706
ALPRAZOLAM,CYMBALTA,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
AMLODIPINE BESYLATE,ONDANSETRON,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
ASPIRIN,ELIQUIS,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
ASPIRIN,SPIRIVA,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
CEPHALEXIN,FOLIC ACID,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
DIGOXIN,FUROSEMIDE,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
EMPAGLIFLOZIN,INSULIN,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
EMPAGLIFLOZIN,METFORMIN HYDROCHLORIDE,33,30,0.9090909090909091,0.9983838775888252,29.951516327664756
